Company,Stock_Code,Date,Current_Asset,Current_Liability,Inventory,Total_Liability,Total_Assets,EBIT,Interest_Expense,Accounts_Receivable,Accounts_Payable,Sales_revenue,Cost_of_Sales,Net_Profit,NOI,Net_Cash_Flows_from_Operating_Activities,Capital_Eexpenditure,,ROE,,,,,Current Ratio,Quick Ratio,Debt to Assets Ratio,Interest Coverage Ratio,Inventory Turnover Ratio,Accounts Receivable Turnover Ratio,Gross Profit Margin,Net Profit Margin,Capitalization Rate,Operating Cash Flow to Profit Ratio
600466.sh,SH600466,2023年一季报,116094.32,141060.92,87245.7,149578.35,128477.2,,,2213.72,21456.83,4503.98,4181.65,-646.32053,-667.24036,-,,,0.0003,,,,,,,,,,,,,,
600466.sh,SH600466,2022年年报,120226.69,142606.43,90508.44,152728.78,132326.63,,,2215.71,21148.07,19304.08,18364.76,-25408.0297,-23796.43309,-1001.34,,,0.0125,,,,,,,,,,,,,,
600466.sh,SH600466,2022年三季报,132967.67,146471.14,103511.36,154350.77,148017.28,,,1929.18,20230.09,14856.83,14400.19,-11674.50031,-12010.11629,-,,,0.0183,,,,,,,,,,,,,,
600466.sh,SH600466,2022年中报,152066.51,154535.3,119445.49,162558.29,164269.87,,,1933.69,21784.93,8627.27,8569.73,-5071.11078,-5317.90572,263.97,,,-0.0312,,,,,,,,,,,,,,
600466.sh,SH600466,2022年一季报,155274.33,150369.8,122994.06,160788.21,167460.33,,,2010,20320.12,7082.81,6691.12,-290.39525,-231.76592,-,,,-0.0004,,,,,,,,,,,,,,
600322.sh,SH600322,2023年三季报,12914.67,8709.42,11575.41,13894.05,14628.73,,,379.09,1712.61,3723.09,2982.57,-1.48924,42.77429,-,,,0,,,,,,,,,,,,,,
600322.sh,SH600322,2023年中报,12517.1,8062.16,11588.49,13636.37,14248.25,,,0.854,1683.28,3174.98,2747.82,-127.63411,-83.55598,912.2,,,-0.0021,,,,,,,,,,,,,,
600322.sh,SH600322,2023年一季报,13926.83,9744.79,12717.34,15102.56,15740.86,,,1.1218,1945.85,1716.62,1528.66,-101.96752,-91.35797,-,,,-0.0016,,,,,,,,,,,,,,
600322.sh,SH600322,2022年年报,14686.63,13389.33,13729.98,15809.49,16556.18,,,0.2498,1827.07,3360.23,3107.33,-206.65403,-189.25072,428.3,,,-0.0028,,,,,,,,,,,,,,
600322.sh,SH600322,2022年三季报,14892.12,12470.23,13716.19,15845.29,16926.8,,,0.0144,1619.18,2998.25,2750,96.24398,109.12982,-,,,0.0009,,,,,,,,,,,,,,
600322.sh,SH600322,2022年中报,15529.6,11553.86,14442.31,16793.24,17494.05,,,0.0156,1749.5,2146.52,1908.29,-326.70077,-311.9018,-54.29,,,-0.0047,,,,,,,,,,,,,,
600322.sh,SH600322,2022年一季报,16776.15,14244.02,15593.32,17907.94,18758.67,,,0.3225,1358.28,182.31,142.2,-202.43347,-196.90244,-,,,-0.0025,,,,,,,,,,,,,,
000502.sz,SZ000502,2022年中报,199.62,87.26,33.94,92.27,345.36,,,46.44,26.66,60.96,55.88,-7.79653,-7.01314,-30.88,,,-0.0003,,,,,,,,,,,,,,
000502.sz,SZ000502,2022年一季报,212.84,94.02,15.36,99.36,362.58,,,49.78,25.29,44.51,41.01,-4.65981,-4.14793,-,,,-0.0002,,,,,,,,,,,,,,
000029.sz,SZ000029,2023年三季报,5028.78,1289.74,4293.03,1478.26,5660.12,,,35.83,396.76,354.32,289.09,-40.21496,-42.34293,-,,,-0.0001,,,,,,,,,,,,,,
000029.sz,SZ000029,2023年中报,4814.35,1124.69,4239.9,1269.69,5453.18,,,55.88,398.86,263.62,217.23,-38.5935,-41.20475,-192.14,,,-0.0001,,,,,,,,,,,,,,
000029.sz,SZ000029,2023年一季报,4851.12,1176.99,4282.13,1255.09,5507.81,,,54.29,420.51,109.16,101.08,-36.43611,-40.35786,-,,,-0.0001,,,,,,,,,,,,,,
000029.sz,SZ000029,2022年年报,5008.09,1345.82,4257.11,1403.23,5689.77,,,63.58,434.6,634.38,437.05,150.03196,214.54762,-675.78,,,0.0003,,,,,,,,,,,,,,
000029.sz,SZ000029,2022年三季报,4879.9,1359.92,4091.7,1399.97,5650.58,,,77.51,114.12,526.35,366.48,121.95624,183.81571,-,,,0.0003,,,,,,,,,,,,,,
000029.sz,SZ000029,2022年中报,4971.58,1464.44,4070.38,1471.07,5753.48,,,71.95,116.3,366.18,239.89,142.99505,201.49032,-548.12,,,0.0003,,,,,,,,,,,,,,
000029.sz,SZ000029,2022年一季报,4947.15,1331.43,4046.64,1338.1,5725.42,,,66.46,123.27,272.6,152.46,161.62158,223.04197,-,,,0.0004,,,,,,,,,,,,,,
000042.sz,SZ000042,2023年三季报,29275.5,16337.03,25502.61,27444.4,35005.11,,,237.21,2630.01,4347.31,2960.35,-123.8982,-21.75515,-,,,-0.0002,,,,,,,,,,,,,,
000042.sz,SZ000042,2023年中报,29522.84,17477.24,25480.52,27538,35186.29,,,203.13,2821.13,3645.81,2513.94,-54.6871,90.04065,1185.67,,,-0.0001,,,,,,,,,,,,,,
000042.sz,SZ000042,2023年一季报,29527.78,16632.62,24938.01,27468.28,35221.02,,,193.99,2910.72,2490.23,1687.95,36.60634,148.23646,-,,,0,,,,,,,,,,,,,,
000042.sz,SZ000042,2022年年报,30971.49,17966.82,26085.16,28471.03,36687.1,,,172.9,3067.36,7083.04,4547.23,19.12421,448.30783,978.79,,,0,,,,,,,,,,,,,,
000042.sz,SZ000042,2022年三季报,32152.91,17557.76,26389.35,29211.16,37679.14,,,250.58,3266.27,6060.49,3989.18,267.26764,627.12351,-,,,0.0003,,,,,,,,,,,,,,
000042.sz,SZ000042,2022年中报,33084.08,15979.16,26865.03,30180.07,38643.44,,,247.36,3410.3,4675.36,2954.02,261.82037,578.32528,-610.3,,,0.0003,,,,,,,,,,,,,,
000042.sz,SZ000042,2022年一季报,34731.49,18068.23,28392.76,31914.86,40201.97,,,254.89,3252.92,1159.74,717.07,64.13359,123.90471,-,,,0.0001,,,,,,,,,,,,,,
000897.sz,SZ000897,2023年三季报,5861.93,3942.98,4551.96,3949.83,6675.93,,,56.96,447.21,2183.72,1038.3,495.26695,643.23565,-,,,0.0018,,,,,,,,,,,,,,
000897.sz,SZ000897,2023年中报,5805.77,3907.66,4475.51,3913.51,6627.09,,,56.38,473.93,2143.62,1012.85,483.17093,631.11287,-244.54,,,0.0018,,,,,,,,,,,,,,
000897.sz,SZ000897,2023年一季报,6609.54,5462.9,5370.09,5468.75,7689.49,,,62.62,503.69,69.54,35.88,-11.05662,-13.20966,-,,,-0.0001,,,,,,,,,,,,,,
000897.sz,SZ000897,2022年年报,7161.89,6004.31,5333.04,6010.16,8242.04,,,58.93,596.92,1420.14,684.56,265.13993,364.51514,892.83,,,0.0012,,,,,,,,,,,,,,
000897.sz,SZ000897,2022年三季报,7077.45,5881.17,5324.58,5887.02,7964.1,,,78.12,209.78,442.85,216.59,107.6572,137.36526,-,,,0.0005,,,,,,,,,,,,,,
000897.sz,SZ000897,2022年中报,6789.43,5565.04,5305.54,5659.32,7679.83,,,76.4,246.81,239.91,133.64,51.05329,63.76424,327.58,,,0.0003,,,,,,,,,,,,,,
000897.sz,SZ000897,2022年一季报,6912.28,5147.26,5242.47,5255.75,7269.59,,,77.21,244.83,134.82,83.63,44.13846,54.43255,-,,,0.0002,,,,,,,,,,,,,,
000090.sz,SZ000090,2023年三季报,59100.14,41612.4,29673.75,52546.04,67174.91,,,3080.01,16112.26,17633.91,14845.98,1035.11032,1460.24022,-,,,0.0007,,,,,,,,,,,,,,
000090.sz,SZ000090,2023年中报,58974.81,41032.7,28809.35,52589.84,67117.99,,,2767.17,16723.37,12795.2,10613.15,937.88837,1291.41725,3102.71,,,0.0006,,,,,,,,,,,,,,
000090.sz,SZ000090,2023年一季报,61719,43726.25,33055.09,55604.36,70039.89,,,2673.02,16402.49,3228.74,2617.46,211.48252,290.98235,-,,,0.0001,,,,,,,,,,,,,,
000090.sz,SZ000090,2022年年报,60685.72,43092.67,32828.47,55117.49,69205.71,,,3176.31,17865.28,26463.99,21078.03,1976.86037,2806.10187,-1454.6,,,0.0014,,,,,,,,,,,,,,
000090.sz,SZ000090,2022年三季报,59172.88,43699.82,34911.03,53594.99,67179.81,,,3339.38,12579.13,12887.82,9476.77,1418.94927,2079.02164,-,,,0.001,,,,,,,,,,,,,,
000090.sz,SZ000090,2022年中报,57297.5,41325.16,34548.06,51917.76,65435.97,,,3211.28,13345.64,8278.52,5537.44,1287.30967,1833.68366,-5482.87,,,0.001,,,,,,,,,,,,,,
000090.sz,SZ000090,2022年一季报,55370.2,37288.35,28773.38,49926.91,63687.44,,,3142.14,12320.71,3860.63,2128.14,907.63454,1248.89137,-,,,0.0007,,,,,,,,,,,,,,
000838.sz,SZ000838,2023年三季报,5283.54,4520.4,3755.83,4655.23,5880.65,,,39.61,1020.37,3316.18,2867.21,61.68102,177.95661,-,,,0.0005,,,,,,,,,,,,,,
000838.sz,SZ000838,2023年中报,6223.97,5640.69,4573.18,5784.66,6888.74,,,39.2,1059.02,2088.54,1917.85,-60.3588,-45.43478,-109.8,,,-0.0005,,,,,,,,,,,,,,
000838.sz,SZ000838,2023年一季报,6334.5,5142.19,4567.03,5784.13,6940.76,,,48.07,1124.37,1904.72,1787.72,-7.80935,42.09852,-,,,-0.0001,,,,,,,,,,,,,,
000838.sz,SZ000838,2022年年报,10054.47,8468.52,7086.27,9283.78,10695.06,,,44.92,1680.05,4195.65,3416.12,-358.30841,-334.96449,-209.34,,,-0.0025,,,,,,,,,,,,,,
000838.sz,SZ000838,2022年三季报,11495.84,9770.05,8236.41,10548.33,12144.58,,,143.02,1773.77,2792.2,2155.54,-227.84325,-154.55348,-,,,-0.0014,,,,,,,,,,,,,,
000838.sz,SZ000838,2022年中报,12288.82,10479.42,8590.49,11310.35,12994.3,,,51.2,1797.77,2137.3,1522,-182.09831,-135.65094,-13.25,,,-0.0011,,,,,,,,,,,,,,
000838.sz,SZ000838,2022年一季报,13175.02,10761.28,9071.77,11786.45,13693.9,,,139.42,1833.59,1313.5,1050.53,43.21413,114.59753,-,,,0.0002,,,,,,,,,,,,,,
600724.sh,SH600724,2023年三季报,2296.37,990.52,347.92,1125.55,4461.73,,,421.71,190.33,2526.69,2189.13,152.10654,199.96789,-,,,0.0005,,,,,,,,,,,,,,
600724.sh,SH600724,2023年中报,2184.68,922.31,316.24,1060.96,4368.91,,,474.14,187.04,1727.38,1469.19,123.85282,159.29028,52.75,,,0.0004,,,,,,,,,,,,,,
600724.sh,SH600724,2023年一季报,2332.04,889.2,266.82,1029.16,4535.72,,,467.97,173.93,822.59,683.46,67.78132,85.67284,-,,,0.0002,,,,,,,,,,,,,,
600724.sh,SH600724,2022年年报,2118.2,767.57,216.58,897.55,4336.42,,,357.15,157.96,3256.32,2752.67,288.83537,368.25297,239.95,,,0.0008,,,,,,,,,,,,,,
600724.sh,SH600724,2022年三季报,1982.56,680.37,270.9,816.13,4175.58,,,357.72,151.1,2271.9,1916.65,209.69646,269.68447,-,,,0.0006,,,,,,,,,,,,,,
600724.sh,SH600724,2022年中报,1826.29,569.85,239.16,682.44,3983.81,,,330.33,137.21,1513.43,1268.69,151.49458,194.60055,107.55,,,0.0005,,,,,,,,,,,,,,
600724.sh,SH600724,2022年一季报,2282.09,604.57,273.6,703.81,4382.52,,,310.41,133.18,736.12,596.11,81.04629,104.30236,-,,,0.0002,,,,,,,,,,,,,,
600223.sh,SH600223,2023年三季报,9091.72,5116.05,4541.59,6208.39,10882.83,,,521.37,781.91,3394.86,1796.46,309.61132,350.2591,-,,,0.0007,,,,,,,,,,,,,,
600223.sh,SH600223,2023年中报,9288.99,5300.01,4428.87,6534.21,11145.75,,,553.95,931.43,2473.28,1380.89,242.38104,273.04614,240.3,,,0.0005,,,,,,,,,,,,,,
600223.sh,SH600223,2023年一季报,10627.94,6213.45,4371.58,7879.89,12432.49,,,508.33,797.33,1272.17,771.02,161.69314,173.93042,-,,,0.0004,,,,,,,,,,,,,,
600223.sh,SH600223,2022年年报,55628.75,50606.14,46047.01,52906.92,58473.81,,,351.27,7518.34,12951.44,9759.17,120.44842,310.84688,998.1,,,0.0002,,,,,,,,,,,,,,
600223.sh,SH600223,2022年三季报,56872.31,50414.85,47235.15,53684.91,59610.84,,,377.24,7165.44,8529.13,6304.26,226.87483,391.54681,-,,,0.0004,,,,,,,,,,,,,,
600223.sh,SH600223,2022年中报,58907.52,52363.77,48344.68,55335.96,61730.98,,,354.85,7152.09,4835.19,3340.77,216.6165,300.08761,888.42,,,0.0003,,,,,,,,,,,,,,
600223.sh,SH600223,2022年一季报,58852.6,50747.65,48747.31,55090.02,61638.84,,,365.85,6934.54,1482.21,873.64,69.36746,102.45634,-,,,0.0001,,,,,,,,,,,,,,
600848.sh,SH600848,2023年三季报,45194.88,29392.01,39215.26,47369.55,76196.2,,,318.31,7222.74,3314.11,1142.58,1083.38181,1438.66468,-,,,0.0004,,,,,,,,,,,,,,
600848.sh,SH600848,2023年中报,42787.19,27152.68,33886.5,44846.46,72359.22,,,304.77,6862.41,2080.32,679.53,767.42868,997.04545,-2971.87,,,0.0003,,,,,,,,,,,,,,
600848.sh,SH600848,2023年一季报,38878.44,24318.53,31984.66,40586.83,68206.6,,,240.4,6138.82,1002.26,303.94,354.29965,485.72588,-,,,0.0001,,,,,,,,,,,,,,
600848.sh,SH600848,2022年年报,38149.12,24288.14,31420.61,38896.52,66313.78,,,167.17,7380.16,5999.41,2715.3,1414.0608,1806.91136,630.03,,,0.0005,,,,,,,,,,,,,,
600848.sh,SH600848,2022年三季报,27278.96,16860.38,20768.67,32737.76,53413.44,,,1029.12,5992.72,4916.92,2319.27,1062.54602,1446.86244,-,,,0.0005,,,,,,,,,,,,,,
600848.sh,SH600848,2022年中报,25455.98,15459.22,20232.37,31083.03,51238.27,,,654.55,4990.63,3352.77,1443.89,772.47708,1041.175,-1290.74,,,0.0004,,,,,,,,,,,,,,
600848.sh,SH600848,2022年一季报,25750.72,15007.38,20569.58,30927.32,51314.95,,,363.51,4839.63,1883.75,783.48,397.66024,544.14182,-,,,0.0002,,,,,,,,,,,,,,
600606.sh,SH600606,2023年三季报,992638.48,884780.99,537606.98,1028355.15,1192483.1,,,107925.62,306829.03,253621,227895.26,4565.17808,7534.47959,-,,,0.0003,,,,,,,,,,,,,,
600606.sh,SH600606,2023年中报,998796.1,898763.97,603125.22,1032871.58,1199600.66,,,80811.46,304906.54,174196.66,155909.77,4598.79172,6803.33894,311.61,,,0.0003,,,,,,,,,,,,,,
600606.sh,SH600606,2023年一季报,1135222.41,1048008.65,651621.71,1169932.98,1336156.71,,,107885.82,390147.37,78806.13,70485.56,2734.57282,3595.86032,-,,,0.0002,,,,,,,,,,,,,,
600606.sh,SH600606,2022年年报,1164776.13,1076915.09,683274.27,1201051.18,1365321.06,,,108543.97,410124.1,435519.65,389780.27,6837.65854,10141.37199,27421.14,,,0.0004,,,,,,,,,,,,,,
600606.sh,SH600606,2022年三季报,1171363.19,1059169.42,668241.18,1179580.09,1349847.44,,,124927.97,316334.28,305777.34,267310.01,10946.82881,14137.42355,-,,,0.0006,,,,,,,,,,,,,,
600606.sh,SH600606,2022年中报,1182246.58,1057616.62,697637.75,1190406.89,1359774.55,,,124602.18,309489.2,204550.36,178456.36,6872.89204,9425.95512,13070.73,,,0.0004,,,,,,,,,,,,,,
600606.sh,SH600606,2022年一季报,1225921.96,1091230.73,715162.24,1237010.04,1404629.9,,,118769.77,328103.32,95948.97,83725.41,3367.80888,4232.0549,-,,,0.0002,,,,,,,,,,,,,,
600266.sh,SH600266,2023年三季报,122861.06,66014.95,92158.82,112766.97,140625.79,,,179.39,11467.94,16050.21,12824.03,617.93325,859.75191,-,,,0.0002,,,,,,,,,,,,,,
600266.sh,SH600266,2023年中报,126564.94,64526.3,92276.11,116944.96,144351.85,,,161.75,11371.37,9746.53,7761.85,562.37453,720.95722,9823.17,,,0.0002,,,,,,,,,,,,,,
600266.sh,SH600266,2023年一季报,129296.94,65843.2,96133.77,119644.07,146948.08,,,181.77,10899.16,1354.23,958.58,35.34536,47.03203,-,,,0,,,,,,,,,,,,,,
600266.sh,SH600266,2022年年报,121064.48,59397.68,95838.12,111286.93,138765.93,,,165.96,11907.03,24561.88,21188.67,-852.29722,-722.69017,8337.01,,,-0.0003,,,,,,,,,,,,,,
600266.sh,SH600266,2022年三季报,131250.59,64652.76,98490.33,120975.94,148655.77,,,87.84,10392.65,9746.54,7398.66,-772.9003,-667.12811,-,,,-0.0003,,,,,,,,,,,,,,
600266.sh,SH600266,2022年中报,126754.42,62384.17,94529.43,116079.85,144097.61,,,87.39,10328.86,8396.52,6391.71,-293.87809,-116.21744,9379.02,,,-0.0001,,,,,,,,,,,,,,
600266.sh,SH600266,2022年一季报,119944.09,55583.11,93698.9,109533.85,137111.63,,,73.14,9011.11,3112.19,2601.09,-991.23162,-989.21658,-,,,-0.0004,,,,,,,,,,,,,,
600692.sh,SH600692,2023年三季报,2577.03,1616.68,1840.71,1844.83,3247.26,,,231.46,437.79,782.24,740.4,-25.34446,-25.41419,-,,,-0.0002,,,,,,,,,,,,,,
600692.sh,SH600692,2023年中报,2806.46,1413.43,1829.13,2049.12,3449.55,,,501.73,445,522.7,499.77,-10.45406,-30.73049,-731.37,,,-0.0001,,,,,,,,,,,,,,
600692.sh,SH600692,2023年一季报,2702.42,1622.75,1818.03,2382.82,3348.88,,,410.46,426.89,282.3,278.84,-22.61241,-23.43079,-,,,-0.0002,,,,,,,,,,,,,,
600692.sh,SH600692,2022年年报,2309.79,1345.14,1032.59,1967,2955.71,,,443.68,427.29,1225.33,1125.86,8.08717,13.8737,-153.94,,,0.0001,,,,,,,,,,,,,,
600692.sh,SH600692,2022年三季报,1867.92,1139.04,1141.47,1516.65,2484.49,,,207.39,255.33,538.78,488.95,-12.39204,-8.24424,-,,,-0.0001,,,,,,,,,,,,,,
600692.sh,SH600692,2022年中报,1813.03,1093.97,1109.8,1451,2432.74,,,215.5,250.2,397.28,362.86,1.54938,8.14698,15.8,,,0,,,,,,,,,,,,,,
600692.sh,SH600692,2022年一季报,1826.56,1151.14,1121.24,1477.55,2460.67,,,146.3,252.46,262.64,243.39,2.91535,6.83958,-,,,0,,,,,,,,,,,,,,
600082.sh,SH600082,2023年三季报,2616.12,1081.74,2115.65,1241.34,2963.51,,,139.68,127.74,376.35,356.27,-35.45177,-35.05925,-,,,-0.0002,,,,,,,,,,,,,,
600082.sh,SH600082,2023年中报,2360.45,791.06,2116.22,970,2709.95,,,89.03,78.95,238.18,219.9,-17.697,-17.19789,54.1,,,-0.0001,,,,,,,,,,,,,,
600082.sh,SH600082,2023年一季报,2456.86,925.46,2118.26,1047.63,2802.64,,,156.13,145.65,22.18,9.2819,-2.61941,-2.34746,-,,,0,,,,,,,,,,,,,,
600082.sh,SH600082,2022年年报,2452.58,930.1,2124.7,1038.41,2796.04,,,135.87,52.69,493.39,389.63,12.4335,18.65601,316.34,,,0.0001,,,,,,,,,,,,,,
600082.sh,SH600082,2022年三季报,2551.78,867.79,2186.89,982.92,2694.74,,,66.74,52.04,306.32,296.51,-35.59409,-35.50929,-,,,-0.0002,,,,,,,,,,,,,,
600082.sh,SH600082,2022年中报,2573.63,930.44,2187.34,994.31,2717.6,,,115.68,104.08,228.17,220.81,-24.11722,-24.0671,47.05,,,-0.0001,,,,,,,,,,,,,,
600082.sh,SH600082,2022年一季报,2573.66,889.08,2186.17,982.63,2718.35,,,67.43,51.31,119.75,115.3,-11.74743,-11.41609,-,,,-0.0001,,,,,,,,,,,,,,
600173.sh,SH600173,2023年三季报,5287.07,2492.23,4177.24,2505.55,6388.02,,,93.93,524.75,4654.22,4235.38,240.62343,310.29163,-,,,0.0006,,,,,,,,,,,,,,
600173.sh,SH600173,2023年中报,5435.85,2657.37,4356.25,2665.77,6510.61,,,146.53,750.25,3292.25,2966.76,202.80254,257.83767,-551.17,,,0.0005,,,,,,,,,,,,,,
600173.sh,SH600173,2023年一季报,5615.37,2862.02,3957.03,2869.57,6648.7,,,49.13,614.09,1649.65,1531.45,66.97564,84.80337,-,,,0.0002,,,,,,,,,,,,,,
600173.sh,SH600173,2022年年报,5469.86,2779.3,3900.69,2787.56,6487.95,,,71.13,571.19,5238.02,4367.6,303.80525,439.54329,-1131.7,,,0.0008,,,,,,,,,,,,,,
600173.sh,SH600173,2022年三季报,5806.32,3186.68,3827.69,3196.11,6956.67,,,2.4188,648.83,3464.05,2784.52,364.07117,463.41911,-,,,0.001,,,,,,,,,,,,,,
600173.sh,SH600173,2022年中报,5867.05,3252.23,3432.26,3264.57,6925.82,,,27.45,543.58,1719.71,1233.19,264.83492,339.13569,-762.82,,,0.0007,,,,,,,,,,,,,,
600173.sh,SH600173,2022年一季报,6364.94,3821.03,3558.1,3837.79,7396.15,,,22.46,476.94,441.92,330.26,53.73751,68.78391,-,,,0.0002,,,,,,,,,,,,,,
000069.sz,SZ000069,2023年三季报,293423.08,179660.53,191451.99,299628.48,390117.27,,,1043.2,30140.1,31760.31,24945.95,-3900.1656,-3000.90335,-,,,-0.0004,,,,,,,,,,,,,,
000069.sz,SZ000069,2023年中报,298628.01,177945.29,194088.63,300736.13,396162.65,,,1020.31,29089.71,19438.47,15642.93,-1341.25466,-695.57545,90.86,,,-0.0001,,,,,,,,,,,,,,
000069.sz,SZ000069,2023年一季报,297400.24,175959.16,199518.03,294151.5,394802.42,,,920.7,31147.99,6916.53,5522.78,-89.22318,70.93705,-,,,0,,,,,,,,,,,,,,
000069.sz,SZ000069,2022年年报,294362.04,181177.01,196025.93,292288.03,392917.83,,,919.7,34061.44,76767.11,59236.66,-12674.24905,-9998.0772,-574.64,,,-0.0013,,,,,,,,,,,,,,
000069.sz,SZ000069,2022年三季报,356377.39,232115.39,252671.51,346881.41,465906.23,,,1000.36,29569.62,29281.46,23546.22,919.4378,1409.69841,-,,,0.0001,,,,,,,,,,,,,,
000069.sz,SZ000069,2022年中报,372610.75,232029.48,255655.06,351512.2,473372.74,,,1103.96,29137.07,16395.57,12345.79,762.39387,1020.65105,-6202.01,,,0.0001,,,,,,,,,,,,,,
000069.sz,SZ000069,2022年一季报,384686.62,237539.7,253043.62,354080.72,478554.41,,,1286.62,30080.01,7472.74,5139.34,457.3318,632.00948,-,,,0,,,,,,,,,,,,,,
000667.sz,SZ000667,2023年中报,9420.86,11496.69,6544.92,13010.14,14705.65,,,284.33,3206.18,3135.09,2516.77,128.22532,162.00878,80.21,,,0.0008,,,,,,,,,,,,,,
000667.sz,SZ000667,2023年一季报,11777.25,14052.66,8358.3,15334.06,17040.53,,,215.81,3476.84,2589.7,2098.77,161.59758,196.67421,-,,,0.0009,,,,,,,,,,,,,,
000667.sz,SZ000667,2022年年报,13737.94,16164.98,10215.33,17481.34,19079.67,,,216.89,3551.5,5291.72,5088.95,-1773.25665,-1727.48116,-538.69,,,-0.011,,,,,,,,,,,,,,
000667.sz,SZ000667,2022年三季报,14249.48,15511.47,10501.01,17455.13,19639.65,,,187.75,3235.33,4333.61,4211.42,-1203.87686,-1198.43856,-,,,-0.0055,,,,,,,,,,,,,,
000667.sz,SZ000667,2022年中报,15765.54,16280.37,11512.13,18947.5,21992.36,,,189.87,3122.87,2615.08,2553.82,-397.22992,-390.74181,-235.92,,,-0.0013,,,,,,,,,,,,,,
000667.sz,SZ000667,2022年一季报,15906.58,15019.89,11201.82,18920.28,22306.29,,,143.74,2827.71,2464.21,2344.19,-113.84658,-91.9148,-,,,-0.0003,,,,,,,,,,,,,,
000608.sz,SZ000608,2023年三季报,153.13,636.23,5.5908,1435.63,4551.96,,,16.22,47.68,278.09,116.72,-27.5585,-1.79123,-,,,-0.0001,,,,,,,,,,,,,,
000608.sz,SZ000608,2023年中报,177.48,833.26,5.5908,1700.31,4851.12,,,15,53.14,153.72,70.46,-11.20611,-0.27738,148.86,,,0,,,,,,,,,,,,,,
000608.sz,SZ000608,2023年一季报,108.67,770.88,5.6868,1678.04,4851.73,,,17.89,58.53,55.66,15.06,-5.80538,0.06196,-,,,0,,,,,,,,,,,,,,
000608.sz,SZ000608,2022年年报,87.78,750.44,5.6868,1658.73,4843.55,,,14.7,60.25,381.19,117.81,-373.41823,-451.32241,159.46,,,-0.0012,,,,,,,,,,,,,,
000608.sz,SZ000608,2022年三季报,128.62,784.06,5.6868,1813.12,5413.88,,,13.18,50.31,305.41,106.59,18.56864,46.89753,-,,,0.0001,,,,,,,,,,,,,,
000608.sz,SZ000608,2022年中报,137.9,844.01,5.6868,1887.93,5485,,,10.04,46.78,138.56,63.47,-20.71512,-10.78218,50.83,,,-0.0001,,,,,,,,,,,,,,
000608.sz,SZ000608,2022年一季报,155.5,829.9,5.6868,1895.89,5525.69,,,8.9101,41.01,83.43,41.96,0.86763,8.68951,-,,,0,,,,,,,,,,,,,,
600684.sh,SH600684,2023年三季报,3549.49,3394.37,105.61,3431.95,3889.65,,,347.89,160.12,2814.69,2391.2,-25.61366,11.86901,-,,,-0.0006,,,,,,,,,,,,,,
600684.sh,SH600684,2023年中报,3540.48,3371.98,105.97,3413.41,3877.95,,,311.99,140.9,2447.29,2102.96,-20.06776,8.76441,-47.02,,,-0.0004,,,,,,,,,,,,,,
600684.sh,SH600684,2023年一季报,3548.66,3350.64,106.65,3360.98,3847.94,,,296.49,124.98,2113.28,1835.93,-3.38125,23.93536,-,,,-0.0001,,,,,,,,,,,,,,
600684.sh,SH600684,2022年年报,29210.62,21115.25,23129.47,29558.96,31362.6,,,49.96,1051,3870.16,3351.56,-2160.32448,-2079.33341,-94.17,,,-0.0118,,,,,,,,,,,,,,
600684.sh,SH600684,2022年三季报,32191.46,22806.82,25211.89,32254.88,34383.03,,,29.81,1027.8,756.94,652.13,-1804.70779,-1854.93507,-,,,-0.0085,,,,,,,,,,,,,,
600684.sh,SH600684,2022年中报,33551.56,23560.43,25607.53,32715.6,35761.21,,,34.39,1103.18,241.29,155.33,-887.41452,-914.90027,-139.3,,,-0.003,,,,,,,,,,,,,,
600684.sh,SH600684,2022年一季报,32275.18,20827.32,24878.15,30698.8,34407.48,,,36.55,845.27,77.9,49.33,-143.47383,-145.21779,-,,,-0.0003,,,,,,,,,,,,,,
600657.sh,SH600657,2023年三季报,66850.5,34392.1,40010.11,63298.21,88338.27,,,1734.94,3403.91,3926.15,2658.22,234.39117,289.95961,-,,,0.0001,,,,,,,,,,,,,,
600657.sh,SH600657,2023年中报,68239.03,35728.3,39534.42,62782.18,87763.89,,,1734.26,3439.46,2936.68,1999.58,183.54228,219.69998,855.88,,,0.0001,,,,,,,,,,,,,,
600657.sh,SH600657,2023年一季报,63435.49,36194.45,39354.24,60596.34,85472.34,,,1943.64,3420.45,1288.22,1018.93,31.56131,75.00824,-,,,0,,,,,,,,,,,,,,
600657.sh,SH600657,2022年年报,67270.57,37081.09,39554.26,63309.25,88406.1,,,2001.28,4183.54,18248.1,13648.74,578.46463,1315.86191,1840.13,,,0.0002,,,,,,,,,,,,,,
600657.sh,SH600657,2022年三季报,61912.27,35313.16,38863.48,63244.22,88222.16,,,1337.25,3597.18,11890.16,9295.32,479.17336,787.44883,-,,,0.0002,,,,,,,,,,,,,,
600657.sh,SH600657,2022年中报,57729.68,34845.69,35751.13,59324.58,84352.34,,,1335.79,3482.96,7828.42,6261.18,328.79381,657.00451,1344.18,,,0.0001,,,,,,,,,,,,,,
600657.sh,SH600657,2022年一季报,61072.13,32909.87,37440.84,59259.48,84020.04,,,961.3,3236.97,4044.15,3475.02,58.23581,228.8589,-,,,0,,,,,,,,,,,,,,
000506.sz,SZ000506,2023年三季报,235.83,857.46,89.87,951.52,2321.06,,,-,56.37,218.51,216.92,73.61545,72.40766,-,,,0.0005,,,,,,,,,,,,,,
